brand_name,generic_name,manufacturer_name,product_type,active_ingredients,route,substance_name,application_number
,,,,[],,,ANDA201682
,,,,[],,,ANDA201742
,,,,[],,,ANDA201764
,,,,[],,,ANDA201783
,,,,[],,,ANDA201801
,,,,[],,,ANDA201806
,,,,[],,,NDA201849
,,,,[],,,ANDA201894
,,,,[],,,ANDA201961
,,,,[],,,ANDA201972
,,,,[],,,ANDA201989
,,,,[],,,ANDA202026
,,,,[],,,ANDA202027
,,,,[],,,ANDA202032
,,,,[],,,ANDA202042
,,,,[],,,ANDA202044
,,,,[],,,ANDA202047
,,,,[],,,ANDA202053
,,,,[],,,NDA202057
,,,,[],,,ANDA202060
,,,,[],,,NDA202067
,,,,[],,,NDA019018
,,,,[],,,ANDA202099
,,,,[],,,ANDA202112
,,,,[],,,ANDA202121
,,,,[],,,ANDA202136
,,,,[],,,ANDA202148
,,,,[],,,NDA202153
,,,,[],,,ANDA202163
,,,,[],,,ANDA202176
,,,,[],,,ANDA202189
,,,,[],,,ANDA202197
,,,,[],,,ANDA202200
,,,,[],,,ANDA202202
,,,,[],,,ANDA202203
,,,,[],,,NDA202207
,,,,[],,,NDA008708
,,,,[],,,ANDA202246
,,,,[],,,NDA202276
,,,,[],,,ANDA202289
,,,,[],,,NDA202292
,,,,[],,,ANDA202296
,,,,[],,,ANDA202298
,,,,[],,,NDA202317
,,,,[],,,ANDA202336
,,,,[],,,ANDA202349
,,,,[],,,NDA202356
,,,,[],,,ANDA202374
,,,,[],,,ANDA202380
,,,,[],,,ANDA202394
,,,,[],,,ANDA202411
,,,,[],,,ANDA202423
,,,,[],,,ANDA202425
,,,,[],,,ANDA202432
,,,,[],,,ANDA202433
,,,,[],,,ANDA202440
,,,,[],,,ANDA202461
,,,,[],,,ANDA202462
,,,,[],,,ANDA202496
,,,,[],,,NDA202515
,,,,[],,,ANDA202554
,,,,[],,,ANDA202566
,,,,[],,,ANDA202588
,,,,[],,,ANDA202590
,,,,[],,,ANDA202602
,,,,[],,,ANDA202605
,,,,[],,,ANDA202624
,,,,[],,,ANDA202631
,,,,[],,,NDA019091
,,,,[],,,ANDA202641
,,,,[],,,ANDA202647
,,,,[],,,ANDA202673
,,,,[],,,ANDA202683
,,,,[],,,ANDA202711
,,,,[],,,ANDA202716
,,,,[],,,ANDA202719
,,,,[],,,ANDA202725
,,,,[],,,ANDA202732
,,,,[],,,NDA019117
,,,,[],,,ANDA202768
,,,,[],,,ANDA202769
,,,,[],,,ANDA202770
,,,,[],,,ANDA202791
,,,,[],,,ANDA202795
,,,,[],,,ANDA202801
,,,,[],,,ANDA202803
,,,,[],,,NDA202811
,,,,[],,,ANDA202850
,,,,[],,,ANDA202867
,,,,[],,,NDA019134
,,,,[],,,ANDA202961
,,,,[],,,ANDA202968
,,,,[],,,NDA008767
,,,,[],,,ANDA203012
,,,,[],,,ANDA203037
,,,,[],,,ANDA203040
,,,,[],,,NDA203050
,,,,[],,,ANDA203054
,,,,[],,,ANDA203072
,,,,[],,,ANDA203104
,,,,[],,,ANDA203114
,,,,[],,,NDA019185
,,,,[],,,ANDA203135
,,,,[],,,ANDA203162
,,,,[],,,ANDA203163
,,,,[],,,ANDA203166
,,,,[],,,ANDA203174
,,,,[],,,ANDA203175
,,,,[],,,NDA203231
,,,,[],,,ANDA203242
,,,,[],,,ANDA203260
,,,,[],,,ANDA203263
,,,,[],,,ANDA203270
,,,,[],,,ANDA203290
,,,,[],,,ANDA203293
,,,,[],,,ANDA203320
,,,,[],,,NDA203324
,,,,[],,,ANDA203347
,,,,[],,,ANDA203370
,,,,[],,,ANDA203380
,,,,[],,,ANDA203385
,,,,[],,,ANDA203404
,,,,[],,,ANDA203409
,,,,[],,,ANDA203416
,,,,[],,,ANDA203417
,,,,[],,,ANDA203419
,,,,[],,,ANDA203433
,,,,[],,,NDA019229
,,,,[],,,ANDA203442
,,,,[],,,ANDA203456
,,,,[],,,ANDA203459
,,,,[],,,ANDA203460
,,,,[],,,NDA019257
,,,,[],,,ANDA203485
,,,,[],,,ANDA203490
,,,,[],,,ANDA203500
,,,,[],,,ANDA203519
,,,,[],,,ANDA203540
,,,,[],,,ANDA203562
,,,,[],,,ANDA203574
,,,,[],,,ANDA203592
,,,,[],,,ANDA203593
,,,,[],,,ANDA203605
,,,,[],,,ANDA203612
,,,,[],,,ANDA203614
,,,,[],,,ANDA203630
,,,,[],,,ANDA203631
,,,,[],,,ANDA203632
,,,,[],,,ANDA203660
,,,,[],,,ANDA203720
,,,,[],,,ANDA203723
,,,,[],,,ANDA203729
,,,,[],,,ANDA203753
,,,,[],,,NDA203756
,,,,[],,,ANDA203759
,,,,[],,,ANDA203760
,,,,[],,,ANDA203773
,,,,[],,,NDA019308
,,,,[],,,ANDA203801
,,,,[],,,ANDA203823
,,,,[],,,NDA203826
,,,,[],,,ANDA203832
,,,,[],,,ANDA203849
,,,,[],,,ANDA203877
,,,,[],,,ANDA203892
,,,,[],,,NDA019329
,,,,[],,,ANDA203942
,,,,[],,,ANDA203967
,,,,[],,,ANDA203969
,,,,[],,,ANDA204003
,,,,[],,,ANDA204015
,,,,[],,,ANDA204024
,,,,[],,,NDA019358
,,,,[],,,ANDA204051
,,,,[],,,ANDA204071
,,,,[],,,ANDA204079
,,,,[],,,ANDA204095
,,,,[],,,NDA204114
,,,,[],,,NDA019382
,,,,[],,,ANDA204152
,,,,[],,,ANDA204159
,,,,[],,,ANDA204193
,,,,[],,,NDA019384
,,,,[],,,NDA204200
,,,,[],,,NDA204251
,,,,[],,,ANDA204276
,,,,[],,,ANDA204285
,,,,[],,,ANDA204289
,,,,[],,,ANDA204291
,,,,[],,,ANDA204292
,,,,[],,,NDA204300
,,,,[],,,ANDA204309
,,,,[],,,ANDA204319
,,,,[],,,NDA008843
,,,,[],,,ANDA204349
,,,,[],,,NDA019401
,,,,[],,,ANDA204362
,,,,[],,,ANDA204372
,,,,[],,,ANDA204383
,,,,[],,,ANDA204389
,,,,[],,,ANDA204437
,,,,[],,,NDA204447
,,,,[],,,ANDA204470
,,,,[],,,ANDA204472
,,,,[],,,ANDA204476
,,,,[],,,ANDA204504
,,,,[],,,ANDA204513
,,,,[],,,ANDA204548
,,,,[],,,ANDA204550
,,,,[],,,NDA204553
,,,,[],,,NDA204569
,,,,[],,,ANDA204608
,,,,[],,,NDA019436
,,,,[],,,ANDA204634
,,,,[],,,ANDA204674
,,,,[],,,ANDA204678
,,,,[],,,NDA204684
,,,,[],,,ANDA204702
,,,,[],,,ANDA204705
,,,,[],,,NDA204708
,,,,[],,,ANDA204713
,,,,[],,,ANDA204717
,,,,[],,,ANDA204724
,,,,[],,,NDA204734
,,,,[],,,NDA019452
,,,,[],,,ANDA204752
,,,,[],,,ANDA204762
,,,,[],,,ANDA204770
,,,,[],,,ANDA204772
,,,,[],,,NDA204790
,,,,[],,,NDA008848
,,,,[],,,ANDA204798
,,,,[],,,ANDA204805
,,,,[],,,ANDA204813
,,,,[],,,ANDA204817
,,,,[],,,NDA204824
,,,,[],,,ANDA204839
,,,,[],,,NDA019471
,,,,[],,,ANDA204841
,,,,[],,,ANDA204849
,,,,[],,,ANDA204851
,,,,[],,,ANDA204868
,,,,[],,,ANDA204876
,,,,[],,,ANDA204900
,,,,[],,,NDA019481
,,,,[],,,ANDA204940
,,,,[],,,ANDA204945
,,,,[],,,ANDA204988
,,,,[],,,ANDA205007
,,,,[],,,ANDA205019
,,,,[],,,NDA205053
,,,,[],,,NDA205054
,,,,[],,,ANDA205055
,,,,[],,,ANDA205074
,,,,[],,,ANDA205085
,,,,[],,,ANDA205096
,,,,[],,,ANDA205102
,,,,[],,,ANDA205181
,,,,[],,,ANDA205210
,,,,[],,,ANDA205215
,,,,[],,,NDA205223
,,,,[],,,ANDA205234
,,,,[],,,NDA019505
,,,,[],,,ANDA205274
,,,,[],,,NDA019508
,,,,[],,,ANDA205363
,,,,[],,,NDA205394
,,,,[],,,ANDA205406
,,,,[],,,NDA019518
,,,,[],,,NDA205436
,,,,[],,,ANDA205439
,,,,[],,,ANDA205442
,,,,[],,,ANDA205449
,,,,[],,,ANDA205467
,,,,[],,,ANDA205476
,,,,[],,,NDA205494
,,,,[],,,NDA205508
,,,,[],,,ANDA205545
,,,,[],,,ANDA205585
,,,,[],,,ANDA205591
,,,,[],,,ANDA205592
,,,,[],,,ANDA205629
,,,,[],,,NDA019543
,,,,[],,,ANDA205650
,,,,[],,,ANDA205672
,,,,[],,,NDA205713
,,,,[],,,ANDA205731
,,,,[],,,NDA205738
,,,,[],,,ANDA205742
,,,,[],,,NDA205755
,,,,[],,,NDA205767
,,,,[],,,ANDA205775
,,,,[],,,ANDA205789
,,,,[],,,NDA019565
,,,,[],,,NDA205809
,,,,[],,,NDA205820
,,,,[],,,ANDA205823
,,,,[],,,NDA205827
,,,,[],,,NDA205831
,,,,[],,,NDA019578
,,,,[],,,NDA205852
,,,,[],,,NDA205865
,,,,[],,,ANDA205873
,,,,[],,,ANDA205882
,,,,[],,,ANDA205903
,,,,[],,,ANDA205905
,,,,[],,,NDA205919
,,,,[],,,ANDA205955
,,,,[],,,ANDA205962
,,,,[],,,ANDA205981
,,,,[],,,ANDA205993
,,,,[],,,NDA205999
,,,,[],,,NDA206014
,,,,[],,,ANDA206045
,,,,[],,,ANDA206046
,,,,[],,,ANDA206053
,,,,[],,,ANDA206062
,,,,[],,,ANDA206069
,,,,[],,,ANDA206074
,,,,[],,,ANDA206083
,,,,[],,,NDA206099
,,,,[],,,ANDA206106
,,,,[],,,ANDA206151
,,,,[],,,ANDA206177
,,,,[],,,ANDA206200
,,,,[],,,ANDA206214
,,,,[],,,ANDA206218
,,,,[],,,ANDA206222
,,,,[],,,ANDA206240
,,,,[],,,NDA019632
,,,,[],,,ANDA206242
,,,,[],,,ANDA206263
,,,,[],,,ANDA206266
,,,,[],,,ANDA206318
,,,,[],,,ANDA206329
,,,,[],,,ANDA206344
,,,,[],,,NDA206352
,,,,[],,,ANDA206367
,,,,[],,,NDA019641
,,,,[],,,ANDA206384
,,,,[],,,ANDA206387
,,,,[],,,ANDA206394
,,,,[],,,ANDA206404
,,,,[],,,ANDA206407
,,,,[],,,ANDA206411
,,,,[],,,ANDA206441
,,,,[],,,ANDA206472
,,,,[],,,ANDA206489
,,,,[],,,ANDA206490
,,,,[],,,NDA206494
,,,,[],,,ANDA206498
,,,,[],,,NDA206510
,,,,[],,,ANDA206524
,,,,[],,,ANDA206560
,,,,[],,,ANDA206569
,,,,[],,,ANDA206572
,,,,[],,,ANDA206603
,,,,[],,,ANDA206661
,,,,[],,,ANDA206666
,,,,[],,,ANDA206706
,,,,[],,,ANDA206714
,,,,[],,,ANDA206718
,,,,[],,,ANDA206747
,,,,[],,,ANDA206749
,,,,[],,,NDA019681
,,,,[],,,ANDA206771
,,,,[],,,ANDA206787
,,,,[],,,ANDA206808
,,,,[],,,ANDA206817
,,,,[],,,ANDA206836
,,,,[],,,ANDA206853
,,,,[],,,ANDA206883
,,,,[],,,ANDA206885
,,,,[],,,NDA008975
,,,,[],,,ANDA206917
,,,,[],,,ANDA206919
,,,,[],,,NDA206977
,,,,[],,,ANDA206986
,,,,[],,,ANDA206989
,,,,[],,,ANDA207011
,,,,[],,,ANDA207018
,,,,[],,,ANDA207025
,,,,[],,,ANDA207032
,,,,[],,,NDA019713
,,,,[],,,ANDA207061
,,,,[],,,ANDA207093
,,,,[],,,ANDA207096
,,,,[],,,ANDA207098
,,,,[],,,ANDA207104
,,,,[],,,ANDA207110
,,,,[],,,ANDA207116
,,,,[],,,BLA019717
,,,,[],,,ANDA207138
,,,,[],,,ANDA207156
,,,,[],,,ANDA207171
,,,,[],,,NDA207174
,,,,[],,,ANDA207198
,,,,[],,,NDA019732
,,,,[],,,ANDA207206
,,,,[],,,ANDA207239
,,,,[],,,ANDA207280
,,,,[],,,ANDA207299
,,,,[],,,ANDA207302
,,,,[],,,ANDA207324
,,,,[],,,ANDA207350
,,,,[],,,ANDA207371
,,,,[],,,ANDA207372
,,,,[],,,ANDA207373
,,,,[],,,ANDA207384
,,,,[],,,ANDA207385
,,,,[],,,ANDA207393
,,,,[],,,ANDA207421
,,,,[],,,ANDA207427
,,,,[],,,ANDA207433
,,,,[],,,NDA019773
,,,,[],,,ANDA207479
,,,,[],,,NDA019778
,,,,[],,,ANDA207515
,,,,[],,,ANDA207531
,,,,[],,,ANDA207547
,,,,[],,,NDA207561
,,,,[],,,ANDA207578
,,,,[],,,ANDA207579
,,,,[],,,ANDA207582
,,,,[],,,NDA207589
,,,,[],,,ANDA207612
,,,,[],,,ANDA207625
,,,,[],,,ANDA207653
,,,,[],,,ANDA207678
,,,,[],,,ANDA207681
,,,,[],,,ANDA207682
,,,,[],,,ANDA207783
,,,,[],,,NDA019806
,,,,[],,,ANDA207797
,,,,[],,,ANDA207813
,,,,[],,,ANDA207857
,,,,[],,,ANDA207863
,,,,[],,,NDA019814
,,,,[],,,ANDA207922
,,,,[],,,ANDA207935
,,,,[],,,ANDA207939
,,,,[],,,NDA207949
,,,,[],,,NDA207960
,,,,[],,,NDA207964
,,,,[],,,ANDA207966
,,,,[],,,NDA207986
,,,,[],,,ANDA208017
,,,,[],,,ANDA208028
,,,,[],,,ANDA208031
,,,,[],,,ANDA208044
,,,,[],,,NDA019829
,,,,[],,,ANDA208049
,,,,[],,,NDA208056
,,,,[],,,ANDA208075
,,,,[],,,NDA019834
,,,,[],,,NDA019835
,,,,[],,,ANDA208127
,,,,[],,,NDA208159
,,,,[],,,ANDA208162
,,,,[],,,ANDA208165
,,,,[],,,NDA019839
,,,,[],,,ANDA208177
,,,,[],,,ANDA208181
,,,,[],,,ANDA208186
,,,,[],,,ANDA208191
,,,,[],,,ANDA208197
,,,,[],,,ANDA208202
,,,,[],,,ANDA208237
,,,,[],,,ANDA208249
,,,,[],,,NDA208251
,,,,[],,,ANDA208262
,,,,[],,,NDA208276
,,,,[],,,ANDA208295
,,,,[],,,ANDA208299
,,,,[],,,ANDA208314
,,,,[],,,ANDA208324
,,,,[],,,NDA208411
,,,,[],,,ANDA208415
,,,,[],,,ANDA208420
,,,,[],,,ANDA208428
,,,,[],,,ANDA208436
,,,,[],,,ANDA208441
,,,,[],,,ANDA208443
,,,,[],,,ANDA208452
,,,,[],,,NDA019863
,,,,[],,,ANDA208480
,,,,[],,,ANDA208488
,,,,[],,,ANDA208511
,,,,[],,,ANDA208519
,,,,[],,,ANDA208521
,,,,[],,,NDA009088
,,,,[],,,ANDA208561
,,,,[],,,ANDA208567
,,,,[],,,ANDA208593
,,,,[],,,ANDA208605
,,,,[],,,NDA208610
,,,,[],,,ANDA208615
,,,,[],,,ANDA208620
,,,,[],,,ANDA208632
,,,,[],,,ANDA208643
,,,,[],,,NDA208656
,,,,[],,,NDA208658
,,,,[],,,BLA208673
,,,,[],,,ANDA208675
,,,,[],,,ANDA208678
,,,,[],,,ANDA208682
,,,,[],,,NDA208700
,,,,[],,,ANDA208706
,,,,[],,,ANDA208709
,,,,[],,,ANDA208727
,,,,[],,,NDA019892
,,,,[],,,ANDA208778
,,,,[],,,NDA208780
,,,,[],,,ANDA208783
,,,,[],,,ANDA208790
,,,,[],,,NDA208798
,,,,[],,,ANDA208820
,,,,[],,,ANDA208822
,,,,[],,,ANDA208823
,,,,[],,,ANDA208850
,,,,[],,,ANDA208857
,,,,[],,,ANDA208881
,,,,[],,,ANDA208891
,,,,[],,,ANDA208896
,,,,[],,,ANDA208915
,,,,[],,,NDA208984
,,,,[],,,ANDA208993
,,,,[],,,ANDA208994
,,,,[],,,NDA009112
,,,,[],,,ANDA209018
,,,,[],,,NDA209022
,,,,[],,,ANDA209025
,,,,[],,,ANDA209026
,,,,[],,,ANDA209048
,,,,[],,,ANDA209068
,,,,[],,,ANDA209114
,,,,[],,,ANDA209125
,,,,[],,,ANDA209133
,,,,[],,,NDA209139
,,,,[],,,ANDA209148
,,,,[],,,NDA209195
,,,,[],,,ANDA209215
,,,,[],,,ANDA209235
,,,,[],,,ANDA209285
,,,,[],,,NDA209299
,,,,[],,,ANDA209302
,,,,[],,,ANDA209303
,,,,[],,,ANDA209308
,,,,[],,,ANDA209309
,,,,[],,,NDA209321
,,,,[],,,ANDA209335
,,,,[],,,ANDA209372
,,,,[],,,NDA209376
,,,,[],,,NDA209379
,,,,[],,,NDA209381
,,,,[],,,BLA019959
,,,,[],,,NDA209400
,,,,[],,,NDA209401
,,,,[],,,ANDA209402
,,,,[],,,ANDA209403
,,,,[],,,ANDA209440
,,,,[],,,ANDA209450
,,,,[],,,ANDA209457
,,,,[],,,ANDA209476
,,,,[],,,ANDA209487
,,,,[],,,NDA209500
,,,,[],,,ANDA209522
,,,,[],,,NDA019972
,,,,[],,,ANDA209554
,,,,[],,,NDA209569
,,,,[],,,ANDA209571
,,,,[],,,ANDA209572
,,,,[],,,ANDA209603
,,,,[],,,ANDA209615
,,,,[],,,NDA209627
,,,,[],,,ANDA209632
,,,,[],,,NDA009164
,,,,[],,,ANDA209690
,,,,[],,,ANDA209705
,,,,[],,,ANDA209706
,,,,[],,,ANDA209714
,,,,[],,,ANDA209719
,,,,[],,,ANDA209741
,,,,[],,,ANDA209748
,,,,[],,,NDA209764
,,,,[],,,NDA209776
,,,,[],,,ANDA209779
,,,,[],,,ANDA209783
,,,,[],,,ANDA209784
,,,,[],,,ANDA209795
,,,,[],,,ANDA209797
,,,,[],,,NDA209805
,,,,[],,,ANDA209815
,,,,[],,,NDA209816
,,,,[],,,NDA209817
,,,,[],,,ANDA209822
,,,,[],,,ANDA209823
,,,,[],,,ANDA209825
,,,,[],,,ANDA209831
,,,,[],,,NDA209844
,,,,[],,,ANDA209855
,,,,[],,,ANDA209859
,,,,[],,,ANDA209860
,,,,[],,,NDA020013
,,,,[],,,NDA209862
,,,,[],,,NDA209863
,,,,[],,,ANDA209878
,,,,[],,,NDA209885
,,,,[],,,NDA209927
,,,,[],,,NDA020031
,,,,[],,,ANDA210030
,,,,[],,,ANDA210032
,,,,[],,,ANDA210039
,,,,[],,,NDA020044
,,,,[],,,ANDA210066
,,,,[],,,ANDA210077
,,,,[],,,ANDA210093
,,,,[],,,ANDA210111
,,,,[],,,ANDA210156
,,,,[],,,ANDA210159
,,,,[],,,ANDA210169
,,,,[],,,ANDA210186
,,,,[],,,NDA020063
,,,,[],,,ANDA210189
,,,,[],,,ANDA210199
,,,,[],,,ANDA210200
,,,,[],,,ANDA210209
,,,,[],,,ANDA210212
,,,,[],,,ANDA210218
,,,,[],,,ANDA210223
,,,,[],,,NDA210237
,,,,[],,,ANDA210249
,,,,[],,,ANDA210250
,,,,[],,,NDA210251
,,,,[],,,ANDA210268
,,,,[],,,ANDA210279
,,,,[],,,ANDA210285
,,,,[],,,ANDA210301
,,,,[],,,ANDA210316
,,,,[],,,ANDA210322
,,,,[],,,ANDA210347
,,,,[],,,ANDA210356
,,,,[],,,ANDA210362
,,,,[],,,ANDA210369
,,,,[],,,ANDA210378
,,,,[],,,ANDA210410
,,,,[],,,ANDA210434
,,,,[],,,ANDA210446
,,,,[],,,NDA210450
,,,,[],,,ANDA210451
,,,,[],,,ANDA210458
,,,,[],,,ANDA210466
,,,,[],,,ANDA210473
,,,,[],,,ANDA210476
,,,,[],,,ANDA210480
,,,,[],,,ANDA210507
,,,,[],,,ANDA210509
,,,,[],,,ANDA210510
,,,,[],,,ANDA210532
,,,,[],,,NDA210540
,,,,[],,,ANDA210545
,,,,[],,,ANDA210560
,,,,[],,,NDA210566
,,,,[],,,NDA210583
,,,,[],,,NDA210598
,,,,[],,,BLA210605
,,,,[],,,NDA210607
,,,,[],,,ANDA210651
,,,,[],,,ANDA210667
,,,,[],,,ANDA210685
,,,,[],,,ANDA210696
,,,,[],,,ANDA210710
,,,,[],,,ANDA210721
,,,,[],,,ANDA210729
,,,,[],,,NDA020125
,,,,[],,,ANDA210782
,,,,[],,,NDA210787
,,,,[],,,NDA210797
,,,,[],,,NDA020131
,,,,[],,,NDA210833
,,,,[],,,ANDA210834
,,,,[],,,NDA210852
,,,,[],,,NDA210864
,,,,[],,,ANDA210897
,,,,[],,,ANDA210994
,,,,[],,,ANDA211030
,,,,[],,,ANDA211035
,,,,[],,,ANDA211041
,,,,[],,,ANDA211092
,,,,[],,,ANDA211096
,,,,[],,,ANDA211097
,,,,[],,,ANDA211099
,,,,[],,,ANDA211139
,,,,[],,,ANDA211149
,,,,[],,,NDA211150
,,,,[],,,ANDA211156
,,,,[],,,ANDA211212
,,,,[],,,NDA211215
,,,,[],,,ANDA211221
,,,,[],,,ANDA211259
,,,,[],,,ANDA211264
,,,,[],,,ANDA211272
,,,,[],,,NDA020179
,,,,[],,,ANDA211290
,,,,[],,,ANDA211292
,,,,[],,,NDA020180
,,,,[],,,ANDA211328
,,,,[],,,NDA020183
,,,,[],,,NDA211340
,,,,[],,,ANDA211343
,,,,[],,,ANDA211348
,,,,[],,,NDA020186
,,,,[],,,NDA211367
,,,,[],,,ANDA211388
,,,,[],,,ANDA211390
,,,,[],,,ANDA211398
,,,,[],,,ANDA211406
,,,,[],,,ANDA211428
,,,,[],,,ANDA211463
,,,,[],,,ANDA211465
,,,,[],,,ANDA211477
,,,,[],,,ANDA211478
,,,,[],,,NDA020199
,,,,[],,,ANDA211500
,,,,[],,,NDA020201
,,,,[],,,ANDA211528
,,,,[],,,ANDA211540
,,,,[],,,ANDA211549
,,,,[],,,ANDA211560
,,,,[],,,ANDA211581
,,,,[],,,ANDA211627
,,,,[],,,ANDA211657
,,,,[],,,ANDA211661
,,,,[],,,NDA211672
,,,,[],,,ANDA211674
,,,,[],,,ANDA211697
,,,,[],,,ANDA211699
,,,,[],,,ANDA211700
,,,,[],,,ANDA211705
,,,,[],,,ANDA211721
,,,,[],,,ANDA211758
,,,,[],,,NDA020226
,,,,[],,,ANDA211775
,,,,[],,,ANDA211785
,,,,[],,,ANDA211797
,,,,[],,,ANDA211799
,,,,[],,,NDA211810
,,,,[],,,ANDA211812
,,,,[],,,ANDA211821
,,,,[],,,NDA211855
,,,,[],,,NDA020234
,,,,[],,,ANDA211859
,,,,[],,,ANDA211871
,,,,[],,,ANDA211888
,,,,[],,,ANDA211890
,,,,[],,,NDA211911
,,,,[],,,NDA020239
,,,,[],,,ANDA211977
,,,,[],,,ANDA211983
,,,,[],,,NDA212018
,,,,[],,,ANDA212044
,,,,[],,,NDA009276
,,,,[],,,ANDA212058
,,,,[],,,ANDA212080
,,,,[],,,ANDA212081
,,,,[],,,ANDA212082
,,,,[],,,NDA020254
,,,,[],,,NDA212099
,,,,[],,,NDA212122
,,,,[],,,ANDA212138
,,,,[],,,ANDA212143
,,,,[],,,NDA212155
,,,,[],,,ANDA212162
,,,,[],,,ANDA212188
,,,,[],,,ANDA212191
,,,,[],,,NDA020262
,,,,[],,,NDA212205
,,,,[],,,ANDA212214
,,,,[],,,ANDA212218
,,,,[],,,ANDA212222
,,,,[],,,ANDA212239
,,,,[],,,NDA020267
,,,,[],,,ANDA212256
,,,,[],,,NDA212320
,,,,[],,,ANDA212331
,,,,[],,,ANDA212360
,,,,[],,,ANDA212367
,,,,[],,,ANDA212383
,,,,[],,,NDA020289
,,,,[],,,ANDA212405
,,,,[],,,ANDA212409
,,,,[],,,ANDA212410
,,,,[],,,ANDA212429
,,,,[],,,NDA212436
,,,,[],,,ANDA212449
,,,,[],,,ANDA212456
,,,,[],,,ANDA212458
,,,,[],,,ANDA212462
,,,,[],,,ANDA212463
,,,,[],,,BLA020304
,,,,[],,,ANDA212493
,,,,[],,,ANDA212517
,,,,[],,,ANDA212548
,,,,[],,,ANDA212573
,,,,[],,,ANDA212579
,,,,[],,,ANDA212580
,,,,[],,,ANDA212587
,,,,[],,,NDA020313
,,,,[],,,ANDA212613
,,,,[],,,NDA212614
,,,,[],,,ANDA212624
,,,,[],,,ANDA212627
,,,,[],,,ANDA212631
,,,,[],,,ANDA212634
,,,,[],,,ANDA212657
,,,,[],,,ANDA212687
,,,,[],,,NDA020326
,,,,[],,,ANDA212705
,,,,[],,,ANDA212739
,,,,[],,,ANDA212744
,,,,[],,,ANDA212806
,,,,[],,,ANDA212808
,,,,[],,,ANDA212810
,,,,[],,,ANDA212824
,,,,[],,,NDA009319
,,,,[],,,NDA212887
,,,,[],,,NDA212904
,,,,[],,,ANDA212913
,,,,[],,,NDA020347
,,,,[],,,ANDA212960
,,,,[],,,ANDA212963
,,,,[],,,ANDA212977
,,,,[],,,ANDA212984
,,,,[],,,NDA020358
,,,,[],,,ANDA213039
,,,,[],,,NDA213051
,,,,[],,,ANDA213052
,,,,[],,,ANDA213053
,,,,[],,,ANDA213085
,,,,[],,,ANDA213086
,,,,[],,,ANDA213093
,,,,[],,,ANDA213096
,,,,[],,,ANDA213112
,,,,[],,,ANDA213139
,,,,[],,,ANDA213142
,,,,[],,,ANDA213154
,,,,[],,,ANDA213175
,,,,[],,,NDA020377
,,,,[],,,NDA213189
,,,,[],,,ANDA213203
,,,,[],,,ANDA213205
,,,,[],,,ANDA213215
,,,,[],,,ANDA213216
,,,,[],,,ANDA213230
,,,,[],,,ANDA213239
,,,,[],,,NDA213246
,,,,[],,,ANDA213247
,,,,[],,,ANDA213267
,,,,[],,,ANDA213275
,,,,[],,,ANDA213310
,,,,[],,,NDA213312
,,,,[],,,ANDA213328
,,,,[],,,ANDA213336
,,,,[],,,ANDA213359
,,,,[],,,ANDA213369
,,,,[],,,ANDA213374
,,,,[],,,ANDA213396
,,,,[],,,NDA213400
,,,,[],,,ANDA213445
,,,,[],,,ANDA213454
,,,,[],,,ANDA213458
,,,,[],,,ANDA213466
,,,,[],,,ANDA213471
,,,,[],,,NDA020404
,,,,[],,,ANDA213519
,,,,[],,,ANDA213532
,,,,[],,,NDA213536
,,,,[],,,ANDA213553
,,,,[],,,ANDA213555
,,,,[],,,ANDA213562
,,,,[],,,NDA213581
,,,,[],,,ANDA213587
,,,,[],,,ANDA213602
,,,,[],,,ANDA213613
,,,,[],,,ANDA213644
,,,,[],,,ANDA213648
,,,,[],,,ANDA213654
,,,,[],,,ANDA213676
,,,,[],,,NDA020416
,,,,[],,,ANDA213694
,,,,[],,,ANDA213695
,,,,[],,,ANDA213714
,,,,[],,,ANDA213720
,,,,[],,,ANDA213758
,,,,[],,,NDA020427
,,,,[],,,NDA213801
,,,,[],,,ANDA213808
,,,,[],,,ANDA213858
,,,,[],,,NDA213871
,,,,[],,,ANDA213912
,,,,[],,,ANDA213928
,,,,[],,,NDA213953
,,,,[],,,ANDA213966
,,,,[],,,ANDA213984
,,,,[],,,ANDA213999
,,,,[],,,ANDA214024
,,,,[],,,ANDA214031
,,,,[],,,ANDA214052
,,,,[],,,ANDA214058
,,,,[],,,ANDA214068
,,,,[],,,ANDA214073
,,,,[],,,ANDA214089
,,,,[],,,ANDA214105
,,,,[],,,ANDA214108
,,,,[],,,ANDA214111
,,,,[],,,ANDA214134
,,,,[],,,ANDA214136
,,,,[],,,ANDA214172
,,,,[],,,ANDA214184
,,,,[],,,ANDA214192
,,,,[],,,ANDA214196
,,,,[],,,ANDA214285
,,,,[],,,ANDA214295
,,,,[],,,ANDA214319
,,,,[],,,ANDA214323
,,,,[],,,NDA214324
,,,,[],,,ANDA214344
,,,,[],,,ANDA214347
,,,,[],,,ANDA214348
,,,,[],,,ANDA214396
,,,,[],,,ANDA214403
,,,,[],,,NDA214460
,,,,[],,,ANDA214489
,,,,[],,,ANDA214496
,,,,[],,,NDA214510
,,,,[],,,NDA020490
,,,,[],,,ANDA214552
,,,,[],,,ANDA214556
,,,,[],,,ANDA214603
,,,,[],,,ANDA214608
,,,,[],,,ANDA214629
,,,,[],,,ANDA214645
,,,,[],,,ANDA214680
,,,,[],,,NDA020506
,,,,[],,,ANDA214699
